query_prefix,topic_id,title,criteria,doc_id
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0602wb-84-03259
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0603wb-61-22379
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0000wb-21-13581
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1504wb-31-06307
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0603wb-63-30279
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0603wb-72-25806
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1504wb-62-11140
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0000wb-46-10903
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1505wb-35-24136
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0001wb-33-24773
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0001wb-99-30229
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0604wb-74-31311
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0002wb-19-32670
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0605wb-27-32959
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0004wb-62-30096
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1505wb-53-00258
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0605wb-36-29842
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0004wb-72-16401
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1505wb-58-14999
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0605wb-44-24597
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0605wb-57-08427
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1505wb-77-19268
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0005wb-19-32950
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1506wb-24-16697
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1506wb-57-26019
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0605wb-66-04158
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1506wb-80-12593
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0605wb-81-28294
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0008wb-12-01484
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1507wb-94-19162
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0606wb-08-04417
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0008wb-60-32228
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1508wb-15-31556
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0009wb-77-02230
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1508wb-77-11827
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0608wb-51-15220
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1509wb-33-19500
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0010wb-23-10287
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0608wb-63-04110
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1510wb-85-27930
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0010wb-44-12056
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1514wb-37-09096
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0010wb-73-01595
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0608wb-86-30055
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0608wb-93-21471
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0012wb-71-13408
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1514wb-98-06938
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0012wb-93-11084
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1515wb-41-09130
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0609wb-00-20092
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0013wb-21-22511
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0609wb-11-18578
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1516wb-14-13101
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0013wb-22-30073
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0100tw-16-19548
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1600wb-30-19821
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-1601wb-78-12161
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0100tw-56-17435
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0610wb-47-30077
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal.",clueweb12-0101wb-45-24557
114,3nw8pi,"Stepped off a curb and rolled my ankle. Wondering about healing time.","Documents should contain information only about how long sprained ankles take to heal. ",clueweb12-0611wb-40-34710
