query_prefix,topic_id,title,criteria,doc_id
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-1414wb-20-27073
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0104wb-75-27332
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0701wb-79-24331
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0805wb-89-10515
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-1205wb-78-00413
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0810wb-30-16901
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0503wb-70-07016
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-1213wb-52-23634
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0003wb-36-17702
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0805wb-55-08146
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-1012wb-62-02366
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0511wb-78-16504
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0701wb-79-10334
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0306wb-59-05558
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-1514wb-75-30938
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0300wb-42-07081
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-1512wb-66-13934
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-1714wb-56-14463
135,2wwkq7,"My primary is at a loss, help please","Documents returned should discuss either the causes of, or appropriate investigations for, Stage 2 hypertension in a female. ",clueweb12-0811wb-86-27881
