"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"3D4BBDG7ZHBGRF8D95KN8A3S1VMC3U","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:56:03 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:56:03 PDT 2018","","","3QJOXOW4XK6ZXJYV1G0ZJH8OODQEMU","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:03:31 PDT 2018","Wed Mar 28 03:03:44 PDT 2018","Sat Mar 31 03:03:44 PDT 2018","","","","13","0% (1/574)","0% (1/574)","0% (1/574)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-0407wb-65-29113","clueweb12-0407wb-65-29113","138","70","1","70","37a7l0","ukcYXYOR1EuekV-PjhzQthb3lpw=","","x"
"3SMIWMMK61K947R15GGP7D0V6ONWUU","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:55:55 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:55:55 PDT 2018","","","3JNQLM5FT51NWL4U8K4JH3KAR5BL2Y","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:11:13 PDT 2018","Wed Mar 28 03:11:29 PDT 2018","Sat Mar 31 03:11:29 PDT 2018","","","","16","0% (1/574)","0% (1/574)","0% (1/574)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-1411wb-40-14995","clueweb12-1411wb-40-14995","138","90","2","80","37a7l0","5COX8011yRMYdfByUMJeF0HnKcs=","","x"
"3PA41K45VNJHMNI4GM9J5REF5GN7P8","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:56:02 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:56:02 PDT 2018","","","33CKWXB73KZ3HTIUW6MMS51R1TS11R","AH4SMMFHDHK1L","Submitted","Wed Mar 28 03:04:17 PDT 2018","Wed Mar 28 03:04:58 PDT 2018","Sat Mar 31 03:04:58 PDT 2018","","","","41","99% (3563/3612)","99% (3563/3612)","99% (3563/3612)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-0000wb-24-08739","clueweb12-0000wb-24-08739","138","90","1","90","37a7l0","2D9TE26KCqTrfHFyboneykvo4og=","","x"
"3UUSLRKAULI8XQFEBDIO5XXQRXK7DU","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:55:55 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:55:55 PDT 2018","","","3FPRZHYEPZMFD8C7QOKUNMN4OHE3VB","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:13:14 PDT 2018","Wed Mar 28 03:13:26 PDT 2018","Sat Mar 31 03:13:26 PDT 2018","","","","12","0% (1/574)","0% (1/574)","0% (1/574)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-1413wb-78-07443","clueweb12-1413wb-78-07443","138","80","1","70","37a7l0","gBH6ku97_xp8kWvHYVP4A7OfbYg=","","x"
"3VLL1PIENQ3ILXC9KHON7B2O543ZOA","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:56:03 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:56:03 PDT 2018","","","386CSBG1O01M5J38NROIO20GHG06QP","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:06:13 PDT 2018","Wed Mar 28 03:06:24 PDT 2018","Sat Mar 31 03:06:24 PDT 2018","","","","11","0% (1/574)","0% (1/574)","0% (1/574)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-0408wb-59-20422","clueweb12-0408wb-59-20422","138","90","1","70","37a7l0","5GMUcAdaOJkV9uYjhru_joYYQhU=","","x"
"32FESTC2NH50Q9LWOPGOVJTSE85UCJ","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:56:01 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:56:01 PDT 2018","","","3I02618YA1LM7ISUJW7W43OMF6VUPN","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:08:01 PDT 2018","Wed Mar 28 03:08:16 PDT 2018","Sat Mar 31 03:08:16 PDT 2018","","","","15","0% (1/574)","0% (1/574)","0% (1/574)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-0000wb-76-36709","clueweb12-0000wb-76-36709","138","70","2","60","37a7l0","4YyyfHv8nBiJMmGPCmLVIVfqk5A=","","x"
"3B9J25CZ25SKBWTSZKLOGIB4TBKSC1","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:56:04 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:56:04 PDT 2018","","","3V26SBZTBETX7LOACS46CT5FRNHZZ2","A3S104I5V53HB8","Submitted","Wed Mar 28 03:09:17 PDT 2018","Wed Mar 28 03:09:35 PDT 2018","Sat Mar 31 03:09:35 PDT 2018","","","","18","47% (261/552)","47% (261/552)","47% (261/552)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-0408wb-73-15517","clueweb12-0408wb-73-15517","138","100","2","100","37a7l0","6liFiJBkuUOTTM-Xo48QdDSIdvY","","x"
"3YLPJ8OXX8SPC92C0FLTWSG8GD64X9","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:56:04 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:56:04 PDT 2018","","","374TNBHA8CAOO3DETAJA7TK9GQSYQG","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:05:56 PDT 2018","Wed Mar 28 03:06:12 PDT 2018","Sat Mar 31 03:06:12 PDT 2018","","","","16","0% (1/574)","0% (1/574)","0% (1/574)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-0408wb-78-05583","clueweb12-0408wb-78-05583","138","80","2","90","37a7l0","Sv-rPFQbleOJxi3NrRVD83C01Xw=","","x"
"3Z33IC0JC01Y5Q3THVG2PFU3MUC9V7","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:56:02 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:56:02 PDT 2018","","","3Y9N9SS8LZQTJRCLZ3K0H0HXOA83DA","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:00:09 PDT 2018","Wed Mar 28 03:00:23 PDT 2018","Sat Mar 31 03:00:23 PDT 2018","","","","14","0% (1/574)","0% (1/574)","0% (1/574)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-0001wb-55-05324","clueweb12-0001wb-55-05324","138","90","2","60","37a7l0","LRSbUDevHOYoRJQCLMqGsvwd-U8=","","x"
"32CAVSKPCE4G36BY8SR4ENA1ABF1U1","3MOP54T9IONH3II4G2QAOJQSSZ00YO","38 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 02:55:55 PDT 2018","1","BatchId:3171489;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 02:55:55 PDT 2018","","","3MTMREQS4WXSCIBXPD40WWKO107AWN","A3S104I5V53HB8","Submitted","Wed Mar 28 03:10:23 PDT 2018","Wed Mar 28 03:10:41 PDT 2018","Sat Mar 31 03:10:41 PDT 2018","","","","18","47% (261/552)","47% (261/552)","47% (261/552)","138","37a7l0","Young person chest pain","The results should list causes of chest pain in a young female. Results that describe causes of 'heavy chest pain' are the most appropriate, but limiting results based on this may find it difficult to find many results. ","clueweb12-1503wb-38-07824","clueweb12-1503wb-38-07824","138","0","0","0","37a7l0","aV0f1fCPOXi_aNVZv-IE5FF1DSI=","","x"
