"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"3WJGKMRWVIOE97AA2UQZLJP4S9IDC2","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","1","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 04:22:16 PDT 2018","","","3PJ71Z61R5HL6YLP0J1F7BJAZ5W91O","A3S104I5V53HB8","Submitted","Wed Mar 28 04:35:12 PDT 2018","Wed Mar 28 04:47:55 PDT 2018","Sat Mar 31 04:47:55 PDT 2018","","","","763","74% (261/353)","74% (261/353)","74% (261/353)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000tw-19-05344","clueweb12-0000tw-19-05344","143","100","2","100","36e8h1","oEMCZzV5u_P9Wc-LHXGZ8mrG04M=","","x"
"3UQ1LLR26AN9E414VXSWY17L1FZALD","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:15 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:24:56 PDT 2018","","","33JKGHPFYD93RPB8UF3I942X25ENMF","A3S104I5V53HB8","Submitted","Wed Mar 28 05:25:19 PDT 2018","Wed Mar 28 05:26:53 PDT 2018","Sat Mar 31 05:26:53 PDT 2018","","","","94","74% (261/353)","74% (261/353)","74% (261/353)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-0612wb-51-21725","clueweb12-0612wb-51-21725","143","100","2","100","36e8h1","zeOD29RqwqCTNjIv5_Lw1fWvkJ0=","","x"
"3UQ1LLR26AN9E414VXSWY17L1FZALD","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:15 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:24:56 PDT 2018","","","3LS2AMNW5G5CUP9CNNAC52M72G7QOB","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 04:23:10 PDT 2018","Wed Mar 28 04:23:28 PDT 2018","Sat Mar 31 04:23:28 PDT 2018","","Wed Mar 28 05:24:55 PDT 2018","Obvious random results detected in many works submitted by this worker. Clearly, this worker did not pay attention on our expectation","18","0% (1/290)","0% (1/290)","0% (1/290)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-0612wb-51-21725","clueweb12-0612wb-51-21725","143","70","2","80","36e8h1","zeOD29RqwqCTNjIv5_Lw1fWvkJ0=","","x"
"3TKXBROM5TPIPWW2408WZKICAYZIJN","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","3","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:24:57 PDT 2018","","","3DYGAII7PMNUFPLD2NNRU2RXCL3QPS","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 04:23:09 PDT 2018","Wed Mar 28 04:27:09 PDT 2018","Sat Mar 31 04:27:09 PDT 2018","","Wed Mar 28 05:24:56 PDT 2018","Obvious random results detected in many works submitted by this worker. Clearly, this worker did not pay attention on our expectation","240","0% (1/290)","0% (1/290)","0% (1/290)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-02-07788","clueweb12-0000wb-02-07788","143","60","1","20","36e8h1","iFMSnXM9pYnZMfvnzdVZwQV5mJI=","","x"
"3TKXBROM5TPIPWW2408WZKICAYZIJN","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","3","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:24:57 PDT 2018","","","3NQL1CS15SNGTB9VF9DKDGJHXJ0YV5","A3S104I5V53HB8","Submitted","Wed Mar 28 06:12:05 PDT 2018","Wed Mar 28 06:21:13 PDT 2018","Sat Mar 31 06:21:13 PDT 2018","","","","548","74% (261/353)","74% (261/353)","74% (261/353)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-02-07788","clueweb12-0000wb-02-07788","143","100","2","100","36e8h1","iFMSnXM9pYnZMfvnzdVZwQV5mJI=","","x"
"3TKXBROM5TPIPWW2408WZKICAYZIJN","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","3","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:24:57 PDT 2018","","","3P4RDNWND6LLCGUWU2DYO4EZCCPIJQ","AH4SMMFHDHK1L","Rejected","Wed Mar 28 05:25:31 PDT 2018","Wed Mar 28 05:26:42 PDT 2018","Sat Mar 31 05:26:42 PDT 2018","","Wed Mar 28 06:11:35 PDT 2018","Worker provide random results. We found several submissions which obviously shows that the users are not paying enough attention on our requirements","71","99% (3563/3612)","99% (3563/3612)","99% (3563/3612)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-02-07788","clueweb12-0000wb-02-07788","143","90","1","90","36e8h1","iFMSnXM9pYnZMfvnzdVZwQV5mJI=","","x"
"3VDVA3ILIDUXYOA3ON2NA89A1471GA","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:15 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:44:25 PDT 2018","","","3AMW0RGHOEH9CS8LMVVAQ8WS7ARPNF","A3S104I5V53HB8","Submitted","Wed Mar 28 05:44:37 PDT 2018","Wed Mar 28 05:45:47 PDT 2018","Sat Mar 31 05:45:47 PDT 2018","","","","70","74% (261/353)","74% (261/353)","74% (261/353)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-0705wb-24-01196","clueweb12-0705wb-24-01196","143","100","2","100","36e8h1","Vx7ZE-0mcvJauvcFCrdAfVC2hzw=","","x"
"3VDVA3ILIDUXYOA3ON2NA89A1471GA","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:15 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:44:25 PDT 2018","","","3PPTZCWALRZOTTNJPWLTL0TBMKBQZE","A2SKH7WZUEDGGI","Rejected","Wed Mar 28 04:29:33 PDT 2018","Wed Mar 28 04:35:30 PDT 2018","Sat Mar 31 04:35:30 PDT 2018","","Wed Mar 28 05:44:24 PDT 2018","Provide same results regardless the input. The worker clearly did not pay attention on our requirements","357","51% (151/297)","51% (151/297)","51% (151/297)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-0705wb-24-01196","clueweb12-0705wb-24-01196","143","60","1","60","36e8h1","Vx7ZE-0mcvJauvcFCrdAfVC2hzw=","","x"
"3VJ4PFXFJ3MCXUOY4BKXPO34E6SAU7","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:17 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:24:59 PDT 2018","","","3RXCAC0YIS4IW8SIDAG4E2S5HOVG84","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 04:27:56 PDT 2018","Wed Mar 28 04:28:10 PDT 2018","Sat Mar 31 04:28:10 PDT 2018","","Wed Mar 28 05:24:58 PDT 2018","Obvious random results detected in many works submitted by this worker. Clearly, this worker did not pay attention on our expectation","14","0% (1/290)","0% (1/290)","0% (1/290)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-84-05280","clueweb12-0000wb-84-05280","143","80","2","80","36e8h1","mmqqmNjxQDXJ-XIZ44Jitmki420=","","x"
"3JAOYN9IHLHSEFCUGC9MF7ZYVJG33W","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:07 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 05:24:59 PDT 2018","","","3KKG4CDWKJD2YXI8N1KH59QDBP449U","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 04:24:56 PDT 2018","Wed Mar 28 04:25:15 PDT 2018","Sat Mar 31 04:25:15 PDT 2018","","Wed Mar 28 05:24:58 PDT 2018","Obvious random results detected in many works submitted by this worker. Clearly, this worker did not pay attention on our expectation","19","0% (1/290)","0% (1/290)","0% (1/290)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-1602wb-19-11013","clueweb12-1602wb-19-11013","143","80","1","80","36e8h1","2AQCvwepvRhckhSnTdSmPg8gPYc=","","x"
