"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"3I7SHAD35MBB1KLRO6HRONKK09D7M9","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:57 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:57 PDT 2018","","","3VAR3R6G1QG6OL9G1TTCJB178358OO","AH4SMMFHDHK1L","Approved","Tue Mar 27 09:34:13 PDT 2018","Tue Mar 27 09:34:52 PDT 2018","Fri Mar 30 09:34:52 PDT 2018","Tue Mar 27 23:11:58 PDT 2018","","","39","93% (3583/3836)","93% (3583/3836)","100% (20/20)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0511wb-62-04013","clueweb12-0511wb-62-04013","110","90","0","90","3e9xbj","92mQRvb86g3RtBXfb6jwojCwFS8="
"3YKP7CX6G2UFITHUXHRIA79QOA97BK","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:52 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:52 PDT 2018","","","3DEL4X4EL708X0EQFOE211G2DMDXYW","AH4SMMFHDHK1L","Approved","Tue Mar 27 09:34:53 PDT 2018","Tue Mar 27 09:35:26 PDT 2018","Fri Mar 30 09:35:26 PDT 2018","Tue Mar 27 23:11:58 PDT 2018","","","33","93% (3583/3836)","93% (3583/3836)","100% (20/20)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-1611wb-62-08554","clueweb12-1611wb-62-08554","110","90","0","100","3e9xbj","Ch6D4eXglJfWPROpj4XBCoewVNs="
"3AJA9FLWSCD2KUA6LAHBKMQKHOCFI5","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:57 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:57 PDT 2018","","","3YDGXNSEO092KSZYI9E35DV2RCB84K","AH4SMMFHDHK1L","Approved","Tue Mar 27 10:10:21 PDT 2018","Tue Mar 27 10:10:49 PDT 2018","Fri Mar 30 10:10:49 PDT 2018","Tue Mar 27 23:11:58 PDT 2018","","","28","93% (3583/3836)","93% (3583/3836)","100% (20/20)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0600tw-18-16522","clueweb12-0600tw-18-16522","110","90","0","90","3e9xbj","j2HukIL6w6vxPg2bWAjOAPwcuEs="
"3B9J25CZ25SKBWTSZKLOGIB4T9MCSJ","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:56 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:56 PDT 2018","","","3QBD8R3Z22Y55KMEPQ3Z2ZL26GV4OX","AJY5G987IRT25","Approved","Tue Mar 27 08:14:30 PDT 2018","Tue Mar 27 08:15:15 PDT 2018","Fri Mar 30 08:15:15 PDT 2018","Tue Mar 27 23:11:59 PDT 2018","","","45","100% (661/661)","100% (661/661)","100% (236/236)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0000tw-02-13439","clueweb12-0000tw-02-13439","110","90","1","60","3e9xbj","0gj8TtpeoWefViTjwr-hZzGy0zg="
"33NKDW9FFXXS7DFRTURBFQSW8OOCXR","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:57 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:57 PDT 2018","","","3AAPLD8UCDWFUOFH0E9HQY0TAULHT7","AH4SMMFHDHK1L","Approved","Tue Mar 27 10:27:29 PDT 2018","Tue Mar 27 10:27:58 PDT 2018","Fri Mar 30 10:27:58 PDT 2018","Tue Mar 27 23:11:58 PDT 2018","","","29","93% (3583/3836)","93% (3583/3836)","100% (20/20)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0600wb-01-34983","clueweb12-0600wb-01-34983","110","100","0","90","3e9xbj","kcqlI2_Z40MQCBJSv8urKihT6uY="
"3XQ4XW3OD9R7DE1Q2RWI452IHI92S0","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:56 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:56 PDT 2018","","","34MAJL3QP52GJVTS6SJ7EWNRBQD34H","AH4SMMFHDHK1L","Approved","Tue Mar 27 09:31:37 PDT 2018","Tue Mar 27 09:32:09 PDT 2018","Fri Mar 30 09:32:09 PDT 2018","Tue Mar 27 23:11:59 PDT 2018","","","32","93% (3583/3836)","93% (3583/3836)","100% (20/20)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0000wb-00-19543","clueweb12-0000wb-00-19543","110","90","0","90","3e9xbj","wsBl5TF-osA9Z6Dk9kE3pkoKXPg="
"368IUKXGA5NYIN4ZXC4RZDEJA34P6O","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:57 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:57 PDT 2018","","","3XIQGXAUMDNPIGIPSFO2OOW59MCX71","A2PJS8DM5LE802","Approved","Tue Mar 27 06:38:23 PDT 2018","Tue Mar 27 06:39:03 PDT 2018","Fri Mar 30 06:39:03 PDT 2018","Tue Mar 27 23:11:58 PDT 2018","","","40","100% (42/42)","100% (42/42)","0% (0/0)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0600wb-50-30314","clueweb12-0600wb-50-30314","110","60","0","20","3e9xbj","eKQR6MeiqZPhOAheUATM8T23ZKk="
"3NSCTNUR2Z2VCFYJ3ACPHCBOFMT5A8","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:56 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:56 PDT 2018","","","3S06PH7KSSJX9OY6CZ6HT720QI2D1K","A2MLOF6VG898LQ","Approved","Tue Mar 27 06:53:31 PDT 2018","Tue Mar 27 06:54:29 PDT 2018","Fri Mar 30 06:54:29 PDT 2018","Tue Mar 27 23:11:59 PDT 2018","","","58","100% (101/101)","100% (101/101)","0% (0/0)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0000wb-00-40719","clueweb12-0000wb-00-40719","110","80","1","60","3e9xbj","R_GLHeNEnhqVNdxPRRpt6V_6V0A="
"3VO4XFFP1512MZJJGZO85W4PAAA7QW","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:57 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:57 PDT 2018","","","36V4Q8R5ZLFOUMO0A7VZDYX279HMQ3","AH4SMMFHDHK1L","Approved","Tue Mar 27 10:07:56 PDT 2018","Tue Mar 27 10:08:24 PDT 2018","Fri Mar 30 10:08:24 PDT 2018","Tue Mar 27 23:11:58 PDT 2018","","","28","93% (3583/3836)","93% (3583/3836)","100% (20/20)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0600wb-63-00373","clueweb12-0600wb-63-00373","110","90","0","90","3e9xbj","Hx0d8FZbnN-HP5nxUszbbNrEZm0="
"3YD0MU1NC2GAZJC2R3RMFWPK6SOA7S","30E4L8P2E1W38ZUW1EP59NY9QOTB86","10 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Mon Mar 26 22:39:56 PDT 2018","1","BatchId:3169815;OriginalHitTemplateId:926158642;","1200","259200","Mon Apr 02 22:39:56 PDT 2018","","","3KJYX6QCMAQQYMEWT9CH3T4TK7XJVM","AH4SMMFHDHK1L","Approved","Tue Mar 27 09:41:31 PDT 2018","Tue Mar 27 09:41:55 PDT 2018","Fri Mar 30 09:41:55 PDT 2018","Tue Mar 27 23:11:59 PDT 2018","","","24","93% (3583/3836)","93% (3583/3836)","100% (20/20)","110","3e9xbj","Fibromyalgia pain relief without serious narcotics","Documents should discuss the difference treatment options for chronic pain, specifically associated with fibromyalgia. ","clueweb12-0000wb-20-16092","clueweb12-0000wb-20-16092","110","100","2","100","3e9xbj","i128YM4169TojUQUZa4M9g1Cr5k="
