"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"3R868ACW4SRUTKVBWYBF22TMEI7GZZ","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:30 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:30 PDT 2018","","","3WT783CTPCWOHUAKE04VFDXRR2KBCK","A1EF7PCXWNTUXR","Submitted","Wed Mar 28 03:56:22 PDT 2018","Wed Mar 28 03:57:11 PDT 2018","Sat Mar 31 03:57:11 PDT 2018","","","","49","0% (1/1025)","0% (1/1025)","0% (1/1025)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1611wb-15-05622","clueweb12-1611wb-15-05622","130","0","0","0","2w4wpx","no coade","","x"
"3XD2A6FGFN9IDYMPN0BXESAWNQC9SW","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:30 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:30 PDT 2018","","","3ON104KXQLBDATVGGCU9JTYO9PYW4J","A1RU9BQLDZ1DSY","Approved","Wed Mar 28 00:49:46 PDT 2018","Wed Mar 28 00:51:07 PDT 2018","Sat Mar 31 00:51:07 PDT 2018","Wed Mar 28 01:54:47 PDT 2018","","","81","18% (68/372)","18% (68/372)","18% (68/372)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1702wb-79-24557","clueweb12-1702wb-79-24557","130","70","1","70","2w4wpx","kKFRTIxeZTlqHJ87rvUi3WTnLMo=","","x"
"3T8DUCXY0NLJSYZ4C0GNOX6IP9Q9TL","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:30 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:30 PDT 2018","","","3SKRO2GZ7265NU4G4GS4XKXQAYG1KG","A1XA2WZVXTTLOI","Approved","Wed Mar 28 00:51:03 PDT 2018","Wed Mar 28 00:51:28 PDT 2018","Sat Mar 31 00:51:28 PDT 2018","Wed Mar 28 01:54:47 PDT 2018","","","25","52% (365/696)","52% (365/696)","52% (365/696)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1702wb-98-25308","clueweb12-1702wb-98-25308","130","60","1","70","2w4wpx","GNcraXzNawl7nKmQjxz-bIlc2qo","","x"
"3FVBZG9CLJTBRVKWCAG5H321BB1H07","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:30 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:30 PDT 2018","","","3WEV0KO0ON7X38X0PIL1P8P9GPTDSW","AZZM966F90AL1","Approved","Wed Mar 28 00:22:38 PDT 2018","Wed Mar 28 00:23:09 PDT 2018","Sat Mar 31 00:23:09 PDT 2018","Wed Mar 28 01:54:47 PDT 2018","","","31","57% (587/1024)","57% (587/1024)","57% (587/1024)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1705wb-92-04222","clueweb12-1705wb-92-04222","130","30","1","30","2w4wpx","4GBojTZIA4gTF5niQkYo8O39G7Y=","","x"
"3WYZV0QBFJS9X8NLFUVG46MEQ5HBXG","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:30 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:30 PDT 2018","","","3M23Y66PO3MYIZILFVDNJ2FHZ36S6J","AZZM966F90AL1","Approved","Wed Mar 28 00:28:00 PDT 2018","Wed Mar 28 00:29:03 PDT 2018","Sat Mar 31 00:29:03 PDT 2018","Wed Mar 28 01:54:48 PDT 2018","","","63","57% (587/1024)","57% (587/1024)","57% (587/1024)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1706wb-33-12930","clueweb12-1706wb-33-12930","130","40","1","40","2w4wpx","TUHL99MtPRy6qWS6FaUDvlG8tFQ=","","x"
"3GKAWYFRAP8X3WJE7ZC55JOBRRKPDD","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:33 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:33 PDT 2018","","","33LK57MYLUK0692WH0AYG08C470SZ7","AZZM966F90AL1","Approved","Wed Mar 28 00:01:48 PDT 2018","Wed Mar 28 00:02:08 PDT 2018","Sat Mar 31 00:02:08 PDT 2018","Wed Mar 28 01:54:48 PDT 2018","","","20","57% (587/1024)","57% (587/1024)","57% (587/1024)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-0407wb-97-30010","clueweb12-0407wb-97-30010","130","90","2","90","2w4wpx","OrnxuoSHweLBIWbt7MFb9CjYqnE=","","x"
"385MDVINFCU0QRG7THCB0BRKP8KJWG","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:34 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:34 PDT 2018","","","3GD6L00D3TC0DI4JPS5KCXPUZ39M14","A2LO2DX6H49IKW","Approved","Wed Mar 28 00:34:27 PDT 2018","Wed Mar 28 00:35:01 PDT 2018","Sat Mar 31 00:35:01 PDT 2018","Wed Mar 28 01:54:48 PDT 2018","","","34","20% (35/179)","20% (35/179)","20% (35/179)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-0408wb-10-21989","clueweb12-0408wb-10-21989","130","60","2","70","2w4wpx","ZRXn3q0V31QhWvvQfmNh-fw_-2k=","","x"
"3MXX6RQ9EVKK300LEOBC2FU5EER4PF","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:30 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:30 PDT 2018","","","388U7OUMF8GR39WTYHX1KR0U0Y3R0V","AZZM966F90AL1","Approved","Wed Mar 28 00:48:51 PDT 2018","Wed Mar 28 00:49:17 PDT 2018","Sat Mar 31 00:49:17 PDT 2018","Wed Mar 28 01:54:48 PDT 2018","","","26","57% (587/1024)","57% (587/1024)","57% (587/1024)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1706wb-54-05781","clueweb12-1706wb-54-05781","130","10","0","10","2w4wpx","lslnfse54s3gr2ylbmu9x42o3vo=","","x"
"3FBEFUUYRKKRVJYX8TMU9IPOBJXA6Q","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:35 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:35 PDT 2018","","","3GNA64GUZFJQMF3UI8EDWWMGLKCQ5E","A2LO2DX6H49IKW","Approved","Wed Mar 28 00:46:41 PDT 2018","Wed Mar 28 00:47:15 PDT 2018","Sat Mar 31 00:47:15 PDT 2018","Wed Mar 28 01:54:49 PDT 2018","","","34","20% (35/179)","20% (35/179)","20% (35/179)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-0000wb-18-36392","clueweb12-0000wb-18-36392","130","60","2","80","2w4wpx","a3SAwKWFKx7yQ7BA3iCTqlRxkDk=","","x"
"3126F2F5F8I2V2XE3UNPB16WR3LPE6","36ENCJ709JNLA38HKUOY00DLOL0EKS","30 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:05:34 PDT 2018","1","BatchId:3171335;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:05:34 PDT 2018","","","3QUO65DNQV34MIGT4WUHF3JW50LUOQ","A1RU9BQLDZ1DSY","Approved","Wed Mar 28 00:27:58 PDT 2018","Wed Mar 28 00:28:43 PDT 2018","Sat Mar 31 00:28:43 PDT 2018","Wed Mar 28 01:54:49 PDT 2018","","","45","18% (68/372)","18% (68/372)","18% (68/372)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-0408wb-11-35354","clueweb12-0408wb-11-35354","130","60","0","60","2w4wpx","GI9_twCnGW5GDkTJkr_TFWRglgg=","","x"
