"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"38Z7YZ2SB3HZBJ0FZQS5WLUYOSDIQY","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:55 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:26 PDT 2018","","","3A4NIXBJ77ED3P8NI2N3WCY8XAQLMN","A3RYO4RE80IJ84","Rejected","Wed Mar 28 02:54:54 PDT 2018","Wed Mar 28 02:59:52 PDT 2018","Sat Mar 31 02:59:52 PDT 2018","","Wed Mar 28 15:29:26 PDT 2018","x","298","0% (0/305)","0% (0/305)","0% (0/305)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-0000wb-86-24272","clueweb12-0000wb-86-24272","129","50","1","60","3gwhon","G2rXvP7yEYiAbbqpO-vuTZg_1uI=","","x"
"3ZXNP4Z39R0RV236OUGCOA5V06FL7H","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:55 PDT 2018","1","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:00:55 PDT 2018","","","32N49TQG3HXFXTBSZ3Z4AU1AUQKVAB","AZZM966F90AL1","Submitted","Tue Mar 27 23:22:45 PDT 2018","Tue Mar 27 23:23:48 PDT 2018","Fri Mar 30 23:23:48 PDT 2018","","","","63","60% (587/981)","60% (587/981)","60% (587/981)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-0001wb-19-03027","clueweb12-0001wb-19-03027","129","0","0","0","3gwhon","WUWo4gXP4_dOVd6IxsQcbvjbi-A=","","x"
"3ICOHX7ENCQZ7LTUM98ZW05OJV90EA","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:55 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:26 PDT 2018","","","3VFJCI1K40EOED7ECJM45JNA7G3GR0","A3RYO4RE80IJ84","Rejected","Wed Mar 28 02:54:57 PDT 2018","Wed Mar 28 03:00:57 PDT 2018","Sat Mar 31 03:00:57 PDT 2018","","Wed Mar 28 15:29:25 PDT 2018","x","360","0% (0/305)","0% (0/305)","0% (0/305)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-0001wb-81-00153","clueweb12-0001wb-81-00153","129","50","1","50","3gwhon","nDDNDkL_ru-CVUNpAC17cSJ7dMM=","","x"
"3WGZLY9VCH1CX4KXLIAUJXTL2HJ8DB","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:49 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:27 PDT 2018","","","39PAAFCODNFKCPA153QL5ZR2IGPVTI","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 03:03:39 PDT 2018","Wed Mar 28 03:03:48 PDT 2018","Sat Mar 31 03:03:48 PDT 2018","","Wed Mar 28 15:29:26 PDT 2018","x","9","0% (1/1022)","0% (1/1022)","0% (1/1022)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-1515wb-31-25376","clueweb12-1515wb-31-25376","129","70","1","60","3gwhon","s1Nn9RIAD202B5SWkKeTy7bTTNs=","","x"
"3BO3NEOQM0W7O3TYAUVJ6LFTKARIAR","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:50 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:27 PDT 2018","","","3VD82FOHKR380OZTI59HLXXQY1ROCP","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 02:55:08 PDT 2018","Wed Mar 28 02:55:51 PDT 2018","Sat Mar 31 02:55:51 PDT 2018","","Wed Mar 28 15:29:26 PDT 2018","x","43","0% (1/1022)","0% (1/1022)","0% (1/1022)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-1516wb-07-02071","clueweb12-1516wb-07-02071","129","80","1","70","3gwhon","VCoqOjUQ9EtPGBV1RyLKVl60nTM=","","x"
"306996CF6WZ1772S81A99XIDLQ1B1N","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:50 PDT 2018","1","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Tue Apr 03 21:00:50 PDT 2018","","","352YTHGROWSVD30RLD89IQO1U1EH4X","AZZM966F90AL1","Submitted","Tue Mar 27 23:28:52 PDT 2018","Tue Mar 27 23:29:20 PDT 2018","Fri Mar 30 23:29:20 PDT 2018","","","","28","60% (587/981)","60% (587/981)","60% (587/981)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-1516wb-07-05554","clueweb12-1516wb-07-05554","129","10","0","0","3gwhon","E88BF3cRdFfTM1R1gR5dFmI_ES8=","","x"
"389A2A304OXKAN9GQI246C5LYJW0CH","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:54 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:26 PDT 2018","","","3GDTJDAPVVQIOIO4ODEZR7C2DAR8MO","A1XA2WZVXTTLOI","Rejected","Wed Mar 28 02:53:20 PDT 2018","Wed Mar 28 02:53:50 PDT 2018","Sat Mar 31 02:53:50 PDT 2018","","Wed Mar 28 15:29:26 PDT 2018","x","30","53% (365/692)","53% (365/692)","53% (365/692)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-0500tw-03-10970","clueweb12-0500tw-03-10970","129","50","0","50","3gwhon","{}","","x"
"3PZDSVZ3J5WK0FO8Y9YKYQPAEZPN41","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:55 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:27 PDT 2018","","","3O6CYIULEEGCRRPVVILRWXWI83UWUG","A1XA2WZVXTTLOI","Rejected","Wed Mar 28 02:24:15 PDT 2018","Wed Mar 28 02:25:30 PDT 2018","Sat Mar 31 02:25:30 PDT 2018","","Wed Mar 28 15:29:26 PDT 2018","x","75","53% (365/692)","53% (365/692)","53% (365/692)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-0002wb-90-33036","clueweb12-0002wb-90-33036","129","70","1","90","3gwhon","h1_tYQFDJgdpKEK7ci4kqxYgUv8=","","x"
"3VDI8GSXAF8F9OUON8B2PIWIF9Z8GL","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:50 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:27 PDT 2018","","","3TUI152ZZC2RYX2BHLC1T69Z95JQ1A","A1XA2WZVXTTLOI","Rejected","Wed Mar 28 03:00:44 PDT 2018","Wed Mar 28 03:01:15 PDT 2018","Sat Mar 31 03:01:15 PDT 2018","","Wed Mar 28 15:29:26 PDT 2018","x","31","53% (365/692)","53% (365/692)","53% (365/692)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-1516wb-67-34854","clueweb12-1516wb-67-34854","129","50","2","50","3gwhon","TUMSexd3lt250_3vM3IJuYHMhu0=","","x"
"3R5OYNIC2CO4KLFBTPCKAN6XUD7PTV","3JOPS26JUGPVLTIO11BJ3Y0F0D5Y7L","29 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised)","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Tue Mar 27 21:00:55 PDT 2018","2","BatchId:3171328;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:29:27 PDT 2018","","","36W0OB37HXTBG0OG66YZCM1AVX0HZU","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 03:00:02 PDT 2018","Wed Mar 28 03:00:13 PDT 2018","Sat Mar 31 03:00:13 PDT 2018","","Wed Mar 28 15:29:27 PDT 2018","x","11","0% (1/1022)","0% (1/1022)","0% (1/1022)","129","3gwhon","Full Body Spasm and Salt Cravings","Results should discuss the motor tics, fasciculations or cramping abdominal pain in the context of anxiety and/or depression. The documents could contain general information about motor tics, or simply be a list of symptoms associated with anxiety or depression which includes motor tics or abdominal cramps. ","clueweb12-0003wb-04-21984","clueweb12-0003wb-04-21984","129","70","1","70","3gwhon","6B9Mwkc5FfkH7Oy_8fKQ_MvCLL8=","","x"
