"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"306996CF6WZ1772S81A99XIDLR9B1X","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:16 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:08 PDT 2018","","","3GGAI1SQEWDK0LEH5PU4TT8L31KMCG","A3RYO4RE80IJ84","Rejected","Wed Mar 28 03:45:45 PDT 2018","Wed Mar 28 03:45:58 PDT 2018","Sat Mar 31 03:45:58 PDT 2018","","Wed Mar 28 15:02:08 PDT 2018","x","13","0% (0/305)","0% (0/305)","0% (0/305)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-0604wb-90-24051","clueweb12-0604wb-90-24051","141","50","1","50","2trr62","wspJHAtUZvgFJgpJl7os9iaDKSA=","","x"
"306W7JMRYYDJI7MD7MJOO75LZXFB8H","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:18 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:09 PDT 2018","","","3M68NM076IMMHKI806DITSALD266RU","A3RYO4RE80IJ84","Rejected","Wed Mar 28 03:36:43 PDT 2018","Wed Mar 28 03:36:56 PDT 2018","Sat Mar 31 03:36:56 PDT 2018","","Wed Mar 28 15:02:09 PDT 2018","x","13","0% (0/305)","0% (0/305)","0% (0/305)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-0814wb-64-10186","clueweb12-0814wb-64-10186","141","60","1","50","2trr62","Xkli9BMXJMRy8jWiMA2i-TveLkQ=","","x"
"308KJXFUJRLXXH9946UNKSH2VSFATA","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:14 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:48:46 PDT 2018","","","3H0W84IWBLHQUZBN6OWG5G2YU0ZERS","A1PLY1H54IPJRB","Rejected","Wed Mar 28 03:54:07 PDT 2018","Wed Mar 28 03:58:19 PDT 2018","Sat Mar 31 03:58:19 PDT 2018","","Thu Mar 29 06:48:45 PDT 2018","We revised the quality of your work as you failed all the honeypots we put in our HITs: this triggered the revision which made us manually  and carefully assess your work.","252","0% (0/12)","0% (0/12)","0% (0/12)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-1909wb-33-18114","clueweb12-1909wb-33-18114","141","90","1","90","2trr62","lZ-XHwkTQ00w4bgTrUveifd8LCo=","","x"
"30Y6N4AHYPBIF9ZTKRGUAEOQSAFDR2","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:16 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:09 PDT 2018","","","3VFJCI1K40EOED7ECJM45JNA7GAGR7","A3RYO4RE80IJ84","Rejected","Wed Mar 28 03:41:25 PDT 2018","Wed Mar 28 03:41:39 PDT 2018","Sat Mar 31 03:41:39 PDT 2018","","Wed Mar 28 15:02:08 PDT 2018","x","14","0% (0/305)","0% (0/305)","0% (0/305)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-0701wb-22-19801","clueweb12-0701wb-22-19801","141","50","1","60","2trr62","XJ2MLhq2e3HKNcGaEKEFyQPz0qk=","","x"
"30Z7M1Q8UYZEZXHL18JSTWLFHFU8AJ","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:12 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:08 PDT 2018","","","3UXUOQ9OKFCDM3AWH5WO4GL7894A7R","A3RYO4RE80IJ84","Rejected","Wed Mar 28 03:43:37 PDT 2018","Wed Mar 28 03:43:53 PDT 2018","Sat Mar 31 03:43:53 PDT 2018","","Wed Mar 28 15:02:08 PDT 2018","x","16","0% (0/305)","0% (0/305)","0% (0/305)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-1810wb-02-03751","clueweb12-1810wb-02-03751","141","50","1","60","2trr62","6KKbNll3V7P_7FASyx9Wn_VqJlQ=","","x"
"31ANT7FQN8HAM26X9GMHYYYSSKJH51","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:28 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:09 PDT 2018","","","3LJ7UR74RISNNZM2OB3MNALXGEE4NM","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 03:47:02 PDT 2018","Wed Mar 28 03:47:19 PDT 2018","Sat Mar 31 03:47:19 PDT 2018","","Wed Mar 28 15:02:08 PDT 2018","x","17","0% (1/1022)","0% (1/1022)","0% (1/1022)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-0303wb-17-21588","clueweb12-0303wb-17-21588","141","70","2","80","2trr62","T6klZ590V9XKGDhHtuuPzbHfE_o=","","x"
"335VBRURDJFH3FH7M5RSPB6HM0AE99","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:20 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:09 PDT 2018","","","38YMOXR4MVERPGZUZ0NOGRI25HO6W0","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 03:49:43 PDT 2018","Wed Mar 28 03:49:58 PDT 2018","Sat Mar 31 03:49:58 PDT 2018","","Wed Mar 28 15:02:09 PDT 2018","x","15","0% (1/1022)","0% (1/1022)","0% (1/1022)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-1009wb-56-15224","clueweb12-1009wb-56-15224","141","70","2","80","2trr62","03fR7fSF3c8mi5J_BSGnM10Hv2U=","","x"
"336OE47KI2Z9HMG1A6QU3Z2EKWYVWM","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:26 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:09 PDT 2018","","","3UNH76FOCTKX3OFM1HCTQK046P0MYM","A3RYO4RE80IJ84","Rejected","Wed Mar 28 03:39:08 PDT 2018","Wed Mar 28 03:39:20 PDT 2018","Sat Mar 31 03:39:20 PDT 2018","","Wed Mar 28 15:02:09 PDT 2018","x","12","0% (0/305)","0% (0/305)","0% (0/305)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-1503wb-41-17288","clueweb12-1503wb-41-17288","141","50","1","60","2trr62","dktHDgpDaj_DO4_nJ7rrPaJmMCY=","","x"
"338GLSUI43QRE8D2QMBPOOW7QPEFS3","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:14 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:09 PDT 2018","","","36V4Q8R5ZLFOUMO0A7VZDYX27GNQMR","A3RYO4RE80IJ84","Rejected","Wed Mar 28 03:53:43 PDT 2018","Wed Mar 28 03:55:59 PDT 2018","Sat Mar 31 03:55:59 PDT 2018","","Wed Mar 28 15:02:09 PDT 2018","x","136","0% (0/305)","0% (0/305)","0% (0/305)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-1815wb-11-00838","clueweb12-1815wb-11-00838","141","60","1","60","2trr62","P9uYh_03AItv5sJ_a-5107BdcBQ=","","x"
"33BFF6QPI1QP5DEIQWKOK4AVTC5W3Q","3YT1BAKETI4Y54WZNN1CHKWXABYPHK","41 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 03:11:28 PDT 2018","2","BatchId:3171501;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 15:02:09 PDT 2018","","","3BF51CHDTWPEEFIQ2CL76NYODQOH09","A3RYO4RE80IJ84","Rejected","Wed Mar 28 03:45:25 PDT 2018","Wed Mar 28 03:45:33 PDT 2018","Sat Mar 31 03:45:33 PDT 2018","","Wed Mar 28 15:02:09 PDT 2018","x","8","0% (0/305)","0% (0/305)","0% (0/305)","141","2trr62","Ways to deal/get rid of nasal drip?","Results should discuss the causes of chronic rhinorrhea. Results may also the treatment of these causes, or the treatment of rhinorrhea in general. ","clueweb12-0303wb-73-28684","clueweb12-0303wb-73-28684","141","30","1","50","2trr62","wHqgEA5x5ed3NOAorhOcwX6ctIo=","","x"
