"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"3W0XM68YZPA20A6MEEN280138LO1KD","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:30:26 PDT 2018","","","3RANCT1ZVGWK3ORK0RPV9JJXY2WBUZ","AZZM966F90AL1","Rejected","Wed Mar 28 04:30:38 PDT 2018","Wed Mar 28 04:38:46 PDT 2018","Sat Mar 31 04:38:46 PDT 2018","","Thu Mar 29 06:30:25 PDT 2018","x","488","57% (587/1021)","57% (587/1021)","57% (587/1021)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-0909wb-42-08993","clueweb12-0909wb-42-08993","143","60","1","70","36e8h1","wqSIimuz2IXjiBP91ywByGv4RgY=","","x"
"3HO4MYYR123BASCVEY3L9J1IIN26UD","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:25 PDT 2018","3","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:23:05 PDT 2018","","","3LKC68YZ3BIHEM5YZW9IXR4TQHPWOM","A3S104I5V53HB8","Rejected","Wed Mar 28 04:29:45 PDT 2018","Wed Mar 28 04:39:53 PDT 2018","Sat Mar 31 04:39:53 PDT 2018","","Wed Mar 28 14:54:50 PDT 2018","x","608","36% (261/720)","36% (261/720)","36% (261/720)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-1508wb-47-17331","clueweb12-1508wb-47-17331","143","100","0","100","36e8h1","5aOzpQPv4Jsvxb2NwD9dmvEemRI=","","x"
"3HO4MYYR123BASCVEY3L9J1IIN26UD","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:25 PDT 2018","3","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:23:05 PDT 2018","","","3PH3VY7DJMCTDQJ515KZDPBXAQ4ZWD","A3B67I3A0YR2D","Rejected","Wed Mar 28 18:45:57 PDT 2018","Wed Mar 28 18:46:46 PDT 2018","Sat Mar 31 18:46:46 PDT 2018","","Thu Mar 29 06:23:05 PDT 2018","We revised the quality of your work as you failed all the honeypots we put in our HITs: this triggered the revision which made us manually  and carefully assess your work.","49","0% (0/28)","0% (0/28)","0% (0/28)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-1508wb-47-17331","clueweb12-1508wb-47-17331","143","50","0","50","36e8h1","5aOzpQPv4Jsvxb2NwD9dmvEemRI=","","x"
"3WJGKMRWVIOE97AA2UQZLJP4S9IDC2","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","2","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 14:54:36 PDT 2018","","","3PJ71Z61R5HL6YLP0J1F7BJAZ5W91O","A3S104I5V53HB8","Rejected","Wed Mar 28 04:35:12 PDT 2018","Wed Mar 28 04:47:55 PDT 2018","Sat Mar 31 04:47:55 PDT 2018","","Wed Mar 28 14:54:36 PDT 2018","x","763","36% (261/720)","36% (261/720)","36% (261/720)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000tw-19-05344","clueweb12-0000tw-19-05344","143","100","2","100","36e8h1","oEMCZzV5u_P9Wc-LHXGZ8mrG04M=","","x"
"3UQ1LLR26AN9E414VXSWY17L1FZALD","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:15 PDT 2018","3","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 14:54:36 PDT 2018","","","33JKGHPFYD93RPB8UF3I942X25ENMF","A3S104I5V53HB8","Rejected","Wed Mar 28 05:25:19 PDT 2018","Wed Mar 28 05:26:53 PDT 2018","Sat Mar 31 05:26:53 PDT 2018","","Wed Mar 28 14:54:35 PDT 2018","x","94","36% (261/720)","36% (261/720)","36% (261/720)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-0612wb-51-21725","clueweb12-0612wb-51-21725","143","100","2","100","36e8h1","zeOD29RqwqCTNjIv5_Lw1fWvkJ0=","","x"
"3UQ1LLR26AN9E414VXSWY17L1FZALD","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:15 PDT 2018","3","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Wed Apr 04 14:54:36 PDT 2018","","","3LS2AMNW5G5CUP9CNNAC52M72G7QOB","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 04:23:10 PDT 2018","Wed Mar 28 04:23:28 PDT 2018","Sat Mar 31 04:23:28 PDT 2018","","Wed Mar 28 05:24:55 PDT 2018","Obvious random results detected in many works submitted by this worker. Clearly, this worker did not pay attention on our expectation","18","0% (1/1022)","0% (1/1022)","0% (1/1022)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole. ","clueweb12-0612wb-51-21725","clueweb12-0612wb-51-21725","143","70","2","80","36e8h1","zeOD29RqwqCTNjIv5_Lw1fWvkJ0=","","x"
"3TKXBROM5TPIPWW2408WZKICAYZIJN","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","5","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:22:36 PDT 2018","","","3DYGAII7PMNUFPLD2NNRU2RXCL3QPS","A1EF7PCXWNTUXR","Rejected","Wed Mar 28 04:23:09 PDT 2018","Wed Mar 28 04:27:09 PDT 2018","Sat Mar 31 04:27:09 PDT 2018","","Wed Mar 28 05:24:56 PDT 2018","Obvious random results detected in many works submitted by this worker. Clearly, this worker did not pay attention on our expectation","240","0% (1/1022)","0% (1/1022)","0% (1/1022)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-02-07788","clueweb12-0000wb-02-07788","143","60","1","20","36e8h1","iFMSnXM9pYnZMfvnzdVZwQV5mJI=","","x"
"3TKXBROM5TPIPWW2408WZKICAYZIJN","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","5","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:22:36 PDT 2018","","","3JJVG1YBECC3I915ZQHN17RHZQI5B0","A3B67I3A0YR2D","Rejected","Wed Mar 28 19:04:21 PDT 2018","Wed Mar 28 19:07:26 PDT 2018","Sat Mar 31 19:07:26 PDT 2018","","Thu Mar 29 06:22:35 PDT 2018","We revised the quality of your work as you failed all the honeypots we put in our HITs: this triggered the revision which made us manually  and carefully assess your work.","185","0% (0/28)","0% (0/28)","0% (0/28)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-02-07788","clueweb12-0000wb-02-07788","143","50","0","50","36e8h1","iFMSnXM9pYnZMfvnzdVZwQV5mJI=","","x"
"3TKXBROM5TPIPWW2408WZKICAYZIJN","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","5","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:22:36 PDT 2018","","","3NQL1CS15SNGTB9VF9DKDGJHXJ0YV5","A3S104I5V53HB8","Rejected","Wed Mar 28 06:12:05 PDT 2018","Wed Mar 28 06:21:13 PDT 2018","Sat Mar 31 06:21:13 PDT 2018","","Wed Mar 28 14:54:36 PDT 2018","x","548","36% (261/720)","36% (261/720)","36% (261/720)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-02-07788","clueweb12-0000wb-02-07788","143","100","2","100","36e8h1","iFMSnXM9pYnZMfvnzdVZwQV5mJI=","","x"
"3TKXBROM5TPIPWW2408WZKICAYZIJN","3XIJBB7LZ43QC5WLKWMV4CT8COU8QF","43 of 50: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Wed Mar 28 04:22:16 PDT 2018","5","BatchId:3171525;OriginalHitTemplateId:926158642;","1200","259200","Thu Apr 05 06:22:36 PDT 2018","","","3P4RDNWND6LLCGUWU2DYO4EZCCPIJQ","AH4SMMFHDHK1L","Rejected","Wed Mar 28 05:25:31 PDT 2018","Wed Mar 28 05:26:42 PDT 2018","Sat Mar 31 05:26:42 PDT 2018","","Wed Mar 28 06:11:35 PDT 2018","Worker provide random results. We found several submissions which obviously shows that the users are not paying enough attention on our requirements","71","93% (3563/3816)","93% (3563/3816)","93% (3563/3816)","143","36e8h1","Long Term PPI Use","Documents returned should list the long term side effects of omeprazole.","clueweb12-0000wb-02-07788","clueweb12-0000wb-02-07788","143","90","1","90","36e8h1","iFMSnXM9pYnZMfvnzdVZwQV5mJI=","","x"
