"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.query_prefix","Input.topic_id","Input.title","Input.criteria","Input.doc_id","Answer.doc_id","Answer.query_prefix","Answer.readability","Answer.relevance","Answer.reliability","Answer.topic_id","Answer.validationCode","Approve","Reject"
"3YGE63DIN8CTOLFL7925I6COQHVW03","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:17 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:17 PDT 2018","","","3WSELTNVR4H0K173U8ZP9CDPZ5LATT","A33MF851P56BFH","Submitted","Fri Apr 06 21:14:51 PDT 2018","Fri Apr 06 21:23:14 PDT 2018","Mon Apr 09 21:23:14 PDT 2018","","","","503","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1702wb-79-24557","clueweb12-1702wb-79-24557","130","0","0","0","2w4wpx","kKFRTIxeZTlqHJ87rvUi3WTnLMo="
"3I4E7AFQ2KE8YACDYC70DRKLLWJTJH","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:08 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:08 PDT 2018","","","3RSDURM96B1ZR0N9KJOADCVVZKHYED","A33MF851P56BFH","Submitted","Fri Apr 06 14:41:50 PDT 2018","Fri Apr 06 14:49:05 PDT 2018","Mon Apr 09 14:49:05 PDT 2018","","","","435","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1304wb-63-24986","clueweb12-1304wb-63-24986","130","60","0","50","2w4wpx","Ny_ypJqcPeMbpPThRGCJ-1M8wLU="
"3CVDZS288HFOGD0X6PF3CFX1YH6MF6","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:17 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:17 PDT 2018","","","3HOSI13XH03R1JEISSQCU939HM1DDM","A33MF851P56BFH","Submitted","Fri Apr 06 22:28:54 PDT 2018","Fri Apr 06 22:33:57 PDT 2018","Mon Apr 09 22:33:57 PDT 2018","","","","303","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1702wb-98-25308","clueweb12-1702wb-98-25308","130","70","0","60","2w4wpx","GNcraXzNawl7nKmQjxz-bIlc2qo="
"3M4KL7H8KV2V1VLXCAT1YHWL77916B","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:17 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:17 PDT 2018","","","3TPWUS5F8AGG5X8V9R0R2RAC30XCWS","A33MF851P56BFH","Submitted","Fri Apr 06 14:05:50 PDT 2018","Fri Apr 06 14:07:56 PDT 2018","Mon Apr 09 14:07:56 PDT 2018","","","","126","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1705wb-92-04222","clueweb12-1705wb-92-04222","130","60","0","50","2w4wpx","4GBojTZIA4gTF5niQkYo8O39G7Y="
"3D06DR5225YTKMJPV9TBYEMA11TMAT","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:08 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:08 PDT 2018","","","37UQDCYH6YAXERDUS0NK03ZKVI07VK","A33MF851P56BFH","Submitted","Fri Apr 06 22:03:24 PDT 2018","Fri Apr 06 22:08:41 PDT 2018","Mon Apr 09 22:08:41 PDT 2018","","","","317","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1310wb-26-28184","clueweb12-1310wb-26-28184","130","70","0","60","2w4wpx","U5ek8GDpKfPy7ZCfVXUx0SF3nJU ="
"3MD8CKRQZZ2VIVZLUN25DCJ3XBMRJ2","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:18 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:18 PDT 2018","","","36NEMU28XGSTEJKMMGU55NFOXGYMWL","A33MF851P56BFH","Submitted","Fri Apr 06 22:21:45 PDT 2018","Fri Apr 06 22:26:25 PDT 2018","Mon Apr 09 22:26:25 PDT 2018","","","","280","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1706wb-33-12930","clueweb12-1706wb-33-12930","130","50","0","40","2w4wpx","TUHL99MtPRy6qWS6FaUDvlG8tFQ="
"3J06WJ78HNZW2XGWKWLYHXJ0D46VVK","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:08 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:08 PDT 2018","","","3TAYZSBPLMNA0YZKST1KTPY5LYIS2I","A33MF851P56BFH","Submitted","Fri Apr 06 21:50:03 PDT 2018","Fri Apr 06 21:55:11 PDT 2018","Mon Apr 09 21:55:11 PDT 2018","","","","308","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1313wb-12-29884","clueweb12-1313wb-12-29884","130","90","0","70","2w4wpx","zCnGcZlLutWeqymQb3Zd6itibo0="
"3D17ECOUOEAW4CYFT8V3REK1XG7135","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:09 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:09 PDT 2018","","","3Y54SXRO1M0KZAL10DGG9DPJ68HTUS","A33MF851P56BFH","Submitted","Fri Apr 06 22:00:41 PDT 2018","Fri Apr 06 22:06:07 PDT 2018","Mon Apr 09 22:06:07 PDT 2018","","","","326","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-1314wb-63-12142","clueweb12-1314wb-63-12142","130","70","0","50","2w4wpx","1J67Au1COKKzMspw4SEWAhgPA14="
"3P0I4CQYVYMER2749U4G8786OKBOWL","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:18 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:18 PDT 2018","","","3DH6GAKTYZ4X2VE5G62NYMWDNSDYZA","A33MF851P56BFH","Submitted","Fri Apr 06 21:50:06 PDT 2018","Fri Apr 06 21:55:15 PDT 2018","Mon Apr 09 21:55:15 PDT 2018","","","","309","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-0407wb-97-30010","clueweb12-0407wb-97-30010","130","80","0","60","2w4wpx","OrnxuoSHweLBIWbt7MFb9CjYqnE="
"3X2YVV51PUJTVA033S65WBVYV91W16","379Y3Z5FS5MLTL4S2F7BU7HNIPP1T4","130: Assess relevance of webpage to health topic (WARNING: HIT may contain adult content. Worker discretion advised7","Judge the topic relevance, readability, and reliability of the given web page","assess, web page, relevance","$0.07","Fri Apr 06 00:57:17 PDT 2018","1","BatchId:3183101;OriginalHitTemplateId:926158642;","1200","259200","Fri Apr 13 00:57:17 PDT 2018","","","3O6CYIULEEGCRRPVVILRWXWIA20WUM","A33MF851P56BFH","Submitted","Fri Apr 06 22:11:22 PDT 2018","Fri Apr 06 22:16:44 PDT 2018","Mon Apr 09 22:16:44 PDT 2018","","","","322","100% (1686/1686)","100% (1686/1686)","100% (810/810)","130","2w4wpx","Lower back pain and blood in semen","Results should discuss the causes of blood in semen or emergency presentations that may present with blood in semen. Results should be specific to a young male. Side effects of the drugs Methocarbamol or Ibuprofen should be included if they have been shown to be associated with blood in the semen.","clueweb12-0408wb-10-21989","clueweb12-0408wb-10-21989","130","0","0","0","2w4wpx","ZRXn3q0V31QhWvvQfmNh-fw_-2k="
