query_prefix,topic_id,title,criteria,doc_id
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0000tw-07-10974
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0000wb-02-07662
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0000wb-31-19353
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0000wb-66-02967
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0001wb-04-22227
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0002wb-56-31679
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0002wb-77-00839
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0003wb-10-19627
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0003wb-62-14101
108,3j3rz2,"My girlfriend (22y.o./5'7'/182lbs) has a thyroid problem causing her metabolism to be severely low (around 32 she says normally it was up around 150), docs will not give her medication until shes 30 due to meds being highly addictive.","Information should discuss the different treatment modalities, including risks and benefits, for hypothyroidism. ",clueweb12-0004wb-07-06873
